Try,Dimension,Time
0,600,0.326603674
0,1000,1.519061581
0,1400,4.455176066
0,1800,9.360642512
0,2200,18.475011961
0,2600,28.083871715
0,3000,42.651979451
1,600,0.325044604
1,1000,1.514789714
1,1400,4.358487447
1,1800,9.173635488
1,2200,16.765222118
1,2600,27.570592213
1,3000,42.333577386
